Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Total
      0.05500000,     23.77473099,      0.81530545,      0.23774731,      0.57755814,      5.65237834,     19.56733075,
      0.05520000,     23.89013090,      0.81533896,      0.23890131,      0.57643765,      5.70738355,     19.56813500,
      0.05540000,     24.00530464,      0.81534941,      0.24005305,      0.57529636,      5.76254651,     19.56838586,
      0.05560000,     24.12024806,      0.81533685,      0.24120248,      0.57413437,      5.81786366,     19.56808444,
      0.05580000,     24.23495701,      0.81530133,      0.24234957,      0.57295176,      5.87333141,     19.56723186,
      0.05600000,     24.34942739,      0.81524288,      0.24349427,      0.57174861,      5.92894614,     19.56582924,
      0.05620000,     24.46365509,      0.81516157,      0.24463655,      0.57052502,      5.98470420,     19.56387774,
      0.05640000,     24.57763605,      0.81505744,      0.24577636,      0.56928108,      6.04060194,     19.56137854,
      0.05660000,     24.69136619,      0.81493053,      0.24691366,      0.56801687,      6.09663564,     19.55833283,
      0.05680000,     24.80484148,      0.81478091,      0.24804841,      0.56673249,      6.15280161,     19.55474182,
      0.05700000,     24.91805787,      0.81460861,      0.24918058,      0.56542804,      6.20909608,     19.55060675,
      0.05720000,     25.03101137,      0.81441370,      0.25031011,      0.56410359,      6.26551530,     19.54592888,
      0.05740000,     25.14369799,      0.81419623,      0.25143698,      0.56275925,      6.32205548,     19.54070947,
      0.05760000,     25.25611375,      0.81395624,      0.25256114,      0.56139510,      6.37871282,     19.53494981,
      0.05780000,     25.36825471,      0.81369380,      0.25368255,      0.56001125,      6.43548347,     19.52865122,
      0.05800000,     25.48011693,      0.81340896,      0.25480117,      0.55860779,      6.49236359,     19.52181502,
      0.05820000,     25.59169651,      0.81310177,      0.25591697,      0.55718481,      6.54934930,     19.51444256,
      0.05840000,     25.70298954,      0.81277230,      0.25702990,      0.55574240,      6.60643671,     19.50653520,
      0.05860000,     25.81399216,      0.81242060,      0.25813992,      0.55428068,      6.66362191,     19.49809433,
      0.05880000,     25.92470052,      0.81204672,      0.25924701,      0.55279972,      6.72090097,     19.48912135,
      0.05900000,     26.03511077,      0.81165074,      0.26035111,      0.55129963,      6.77826993,     19.47961769,
      0.05920000,     26.14521909,      0.81123270,      0.26145219,      0.54978051,      6.83572482,     19.46958477,
      0.05940000,     26.25502171,      0.81079267,      0.26255022,      0.54824245,      6.89326165,     19.45902407,
      0.05960000,     26.36451483,      0.81033071,      0.26364515,      0.54668556,      6.95087642,     19.44793705,
      0.05980000,     26.47369470,      0.80984688,      0.26473695,      0.54510994,      7.00856511,     19.43632521,
      0.06000000,     26.58255758,      0.80934125,      0.26582558,      0.54351568,      7.06632368,     19.42419008,
      0.06020000,     26.69109976,      0.80881388,      0.26691100,      0.54190288,      7.12414806,     19.41153316,
      0.06040000,     26.79931752,      0.80826483,      0.26799318,      0.54027166,      7.18203420,     19.39835603,
      0.06060000,     26.90720721,      0.80769418,      0.26907207,      0.53862210,      7.23997800,     19.38466024,
      0.06080000,     27.01476515,      0.80710197,      0.27014765,      0.53695432,      7.29797536,     19.37044737,
      0.06100000,     27.12198772,      0.80648829,      0.27121988,      0.53526842,      7.35602218,     19.35571904,
      0.06120000,     27.22887130,      0.80585320,      0.27228871,      0.53356449,      7.41411432,     19.34047684,
      0.06140000,     27.33541231,      0.80519677,      0.27335412,      0.53184264,      7.47224766,     19.32472243,
      0.06160000,     27.44160716,      0.80451906,      0.27441607,      0.53010299,      7.53041803,     19.30845745,
      0.06180000,     27.54745230,      0.80382015,      0.27547452,      0.52834563,      7.58862128,     19.29168357,
      0.06200000,     27.65294422,      0.80310010,      0.27652944,      0.52657066,      7.64685324,     19.27440248,
      0.06220000,     27.75807939,      0.80235899,      0.27758079,      0.52477820,      7.70510972,     19.25661588,
      0.06240000,     27.86285434,      0.80159690,      0.27862854,      0.52296835,      7.76338652,     19.23832549,
      0.06260000,     27.96726558,      0.80081388,      0.27967266,      0.52114122,      7.82167944,     19.21953306,
      0.06280000,     28.07130969,      0.80001001,      0.28071310,      0.51929692,      7.87998428,     19.20024032,
      0.06300000,     28.17498323,      0.79918538,      0.28174983,      0.51743555,      7.93829680,     19.18044906,
      0.06320000,     28.27828279,      0.79834004,      0.28278283,      0.51555722,      7.99661278,     19.16016107,
      0.06340000,     28.38120501,      0.79747409,      0.28381205,      0.51366204,      8.05492798,     19.13937814,
      0.06360000,     28.48374651,      0.79658759,      0.28483747,      0.51175012,      8.11323815,     19.11810210,
      0.06380000,     28.58590396,      0.79568062,      0.28585904,      0.50982158,      8.17153905,     19.09633478,
      0.06400000,     28.68767404,      0.79475325,      0.28687674,      0.50787651,      8.22982642,     19.07407804,
      0.06420000,     28.78905346,      0.79380557,      0.28789053,      0.50591504,      8.28809599,     19.05133374,
      0.06440000,     28.89003896,      0.79283766,      0.28890039,      0.50393727,      8.34634351,     19.02810377,
      0.06460000,     28.99062728,      0.79184958,      0.28990627,      0.50194331,      8.40456470,     19.00439001,
      0.06480000,     29.09081520,      0.79084143,      0.29090815,      0.49993328,      8.46275529,     18.98019440,
      0.06500000,     29.19059951,      0.78981329,      0.29190600,      0.49790729,      8.52091100,     18.95551884,
      0.06520000,     29.28997704,      0.78876522,      0.29289977,      0.49586545,      8.57902755,     18.93036530,
      0.06540000,     29.38894463,      0.78769732,      0.29388945,      0.49380788,      8.63710067,     18.90473573,
      0.06560000,     29.48749914,      0.78660967,      0.29487499,      0.49173468,      8.69512606,     18.87863209,
      0.06580000,     29.58563747,      0.78550235,      0.29585637,      0.48964598,      8.75309944,     18.85205640,
      0.06600000,     29.68335651,      0.78437544,      0.29683357,      0.48754188,      8.81101654,     18.82501064,
      0.06620000,     29.78065321,      0.78322903,      0.29780653,      0.48542250,      8.86887306,     18.79749684,
      0.06640000,     29.87752452,      0.78206321,      0.29877525,      0.48328796,      8.92666471,     18.76951703,
      0.06660000,     29.97396741,      0.78087805,      0.29973967,      0.48113838,      8.98438722,     18.74107327,
      0.06680000,     30.06997889,      0.77967365,      0.30069979,      0.47897386,      9.04203630,     18.71216762,
      0.06700000,     30.16555598,      0.77845009,      0.30165556,      0.47679453,      9.09960767,     18.68280216,
      0.06720000,     30.26069572,      0.77720746,      0.30260696,      0.47460050,      9.15709706,     18.65297898,
      0.06740000,     30.35539520,      0.77594584,      0.30355395,      0.47239189,      9.21450018,     18.62270019,
      0.06760000,     30.44965151,      0.77466533,      0.30449652,      0.47016881,      9.27181277,     18.59196791,
      0.06780000,     30.54346176,      0.77336601,      0.30543462,      0.46793139,      9.32903056,     18.56078426,
      0.06800000,     30.63682311,      0.77204798,      0.30636823,      0.46567974,      9.38614930,     18.52915141,
      0.06820000,     30.72973271,      0.77071131,      0.30729733,      0.46341399,      9.44316472,     18.49707150,
      0.06840000,     30.82218775,      0.76935611,      0.30822188,      0.46113424,      9.50007258,     18.46454671,
      0.06860000,     30.91418546,      0.76798247,      0.30914185,      0.45884061,      9.55686863,     18.43157923,
      0.06880000,     31.00572307,      0.76659047,      0.31005723,      0.45653324,      9.61354863,     18.39817127,
      0.06900000,     31.09679785,      0.76518021,      0.31096798,      0.45421223,      9.67010836,     18.36432503,
      0.06920000,     31.18740707,      0.76375178,      0.31187407,      0.45187771,      9.72654359,     18.33004275,
      0.06940000,     31.27754804,      0.76230528,      0.31277548,      0.44952980,      9.78285012,     18.29532666,
      0.06960000,     31.36721811,      0.76084079,      0.31367218,      0.44716861,      9.83902372,     18.26017903,
      0.06980000,     31.45641463,      0.75935842,      0.31456415,      0.44479427,      9.89506021,     18.22460211,
      0.07000000,     31.54513497,      0.75785826,      0.31545135,      0.44240691,      9.95095540,     18.18859819,
      0.07020000,     31.63337654,      0.75634040,      0.31633377,      0.44000663,     10.00670511,     18.15216957,
      0.07040000,     31.72113677,      0.75480494,      0.31721137,      0.43759357,     10.06230518,     18.11531854,
      0.07060000,     31.80841312,      0.75325198,      0.31808413,      0.43516785,     10.11775146,     18.07804743,
      0.07080000,     31.89520307,      0.75168161,      0.31895203,      0.43272958,     10.17303979,     18.04035856,
      0.07100000,     31.98150412,      0.75009393,      0.31981504,      0.43027889,     10.22816606,     18.00225428,
      0.07120000,     32.06731380,      0.74848904,      0.32067314,      0.42781590,     10.28312614,     17.96373692,
      0.07140000,     32.15262966,      0.74686704,      0.32152630,      0.42534074,     10.33791594,     17.92480887,
      0.07160000,     32.23744928,      0.74522802,      0.32237449,      0.42285353,     10.39253136,     17.88547248,
      0.07180000,     32.32177026,      0.74357209,      0.32321770,      0.42035439,     10.44696833,     17.84573016,
      0.07200000,     32.40559024,      0.74189935,      0.32405590,      0.41784344,     10.50122279,     17.80558430,
      0.07220000,     32.48890686,      0.74020989,      0.32488907,      0.41532082,     10.55529069,     17.76503730,
      0.07240000,     32.57171779,      0.73850382,      0.32571718,      0.41278664,     10.60916800,     17.72409160,
      0.07260000,     32.65402075,      0.73678123,      0.32654021,      0.41024103,     10.66285071,     17.68274962,
      0.07280000,     32.73581346,      0.73504224,      0.32735813,      0.40768411,     10.71633483,     17.64101380,
      0.07300000,     32.81709366,      0.73328694,      0.32817094,      0.40511601,     10.76961636,     17.59888661,
      0.07320000,     32.89785913,      0.73151544,      0.32897859,      0.40253685,     10.82269135,     17.55637051,
      0.07340000,     32.97810768,      0.72972783,      0.32978108,      0.39994676,     10.87555586,     17.51346798,
      0.07360000,     33.05783712,      0.72792423,      0.33057837,      0.39734586,     10.92820595,     17.47018150,
      0.07380000,     33.13704531,      0.72610473,      0.33137045,      0.39473428,     10.98063772,     17.42651357,
      0.07400000,     33.21573013,      0.72426945,      0.33215730,      0.39211214,     11.03284728,     17.38246670,
      0.07420000,     33.29388947,      0.72241848,      0.33293889,      0.38947958,     11.08483076,     17.33804341,
      0.07440000,     33.37152127,      0.72055193,      0.33371521,      0.38683671,     11.13658432,     17.29324622,
      0.07460000,     33.44862347,      0.71866990,      0.33448623,      0.38418367,     11.18810412,     17.24807767,
      0.07480000,     33.52519406,      0.71677251,      0.33525194,      0.38152057,     11.23938637,     17.20254030,
