Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Source,Power_L,Power_C,Energy_L,Energy_C
  5.00000024E-01,  2.59309991E+01,  2.65324057E-01,  2.59309991E-01,  6.01406527E-03,  6.72416716E+00,  6.36777736E+00,  6.88011788E+00,  1.55950721E-01,  3.51984275E-02,  3.36208358E-01,
  5.01000024E-01,  2.59360200E+01,  2.63390382E-01,  2.59360200E-01,  4.03018138E-03,  6.72677134E+00,  6.32136916E+00,  6.83129821E+00,  1.04526865E-01,  3.46872465E-02,  3.36338567E-01,
  5.02000024E-01,  2.59390647E+01,  2.61452675E-01,  2.59390647E-01,  2.06202770E-03,  6.72835079E+00,  6.27486420E+00,  6.78183786E+00,  5.34870700E-02,  3.41787506E-02,  3.36417540E-01,
  5.03000024E-01,  2.59401499E+01,  2.59512905E-01,  2.59401499E-01,  1.11405895E-04,  6.72891378E+00,  6.22830972E+00,  6.73180366E+00,  2.88988563E-03,  3.36734739E-02,  3.36445689E-01,
  5.04000024E-01,  2.59392940E+01,  2.57573022E-01,  2.59392940E-01, -1.81991774E-03,  6.72846972E+00,  6.18175253E+00,  6.68126234E+00, -4.72073812E-02,  3.31719308E-02,  3.36423486E-01,
  5.05000024E-01,  2.59365171E+01,  2.55634957E-01,  2.59365171E-01, -3.73021368E-03,  6.72702919E+00,  6.13523897E+00,  6.63028044E+00, -9.67487509E-02,  3.26746157E-02,  3.36351459E-01,
  5.06000024E-01,  2.59318411E+01,  2.53700621E-01,  2.59318411E-01, -5.61779055E-03,  6.72460384E+00,  6.08881490E+00,  6.57892419E+00, -1.45679652E-01,  3.21820025E-02,  3.36230192E-01,
  5.07000024E-01,  2.59252896E+01,  2.51771900E-01,  2.59252896E-01, -7.48099638E-03,  6.72120643E+00,  6.04252560E+00,  6.52725943E+00, -1.93946998E-01,  3.16945448E-02,  3.36060321E-01,
  5.08000024E-01,  2.59168878E+01,  2.49850658E-01,  2.59168878E-01, -9.31821990E-03,  6.71685073E+00,  5.99641579E+00,  6.47535147E+00, -2.41499260E-01,  3.12126757E-02,  3.35842536E-01,
  5.09000024E-01,  2.59066624E+01,  2.47938732E-01,  2.59066624E-01, -1.11278917E-02,  6.71155156E+00,  5.95052957E+00,  6.42326502E+00, -2.88286534E-01,  3.07368074E-02,  3.35577578E-01,
  5.10000024E-01,  2.58946417E+01,  2.46037932E-01,  2.58946417E-01, -1.29084855E-02,  6.70532469E+00,  5.90491036E+00,  6.37106408E+00, -3.34260607E-01,  3.02673319E-02,  3.35266235E-01,
  5.11000024E-01,  2.58808556E+01,  2.44150037E-01,  2.58808556E-01, -1.46585190E-02,  6.69818686E+00,  5.85960089E+00,  6.31881185E+00, -3.79375013E-01,  2.98046203E-02,  3.34909343E-01,
  5.12000024E-01,  2.58653353E+01,  2.42276798E-01,  2.58653353E-01, -1.63765551E-02,  6.69015572E+00,  5.81464316E+00,  6.26657063E+00, -4.23585088E-01,  2.93490235E-02,  3.34507786E-01,
  5.13000024E-01,  2.58481136E+01,  2.40419933E-01,  2.58481136E-01, -1.80612028E-02,  6.68124978E+00,  5.77007840E+00,  6.21440175E+00, -4.66848023E-01,  2.89008722E-02,  3.34062489E-01,
  5.14000024E-01,  2.58292245E+01,  2.38581127E-01,  2.58292245E-01, -1.97111183E-02,  6.67148839E+00,  5.72594704E+00,  6.16236549E+00, -5.09122901E-01,  2.84604770E-02,  3.33574419E-01,
  5.15000024E-01,  2.58087034E+01,  2.36762028E-01,  2.58087034E-01, -2.13250057E-02,  6.66089171E+00,  5.68228868E+00,  6.11052096E+00, -5.50370746E-01,  2.80281290E-02,  3.33044585E-01,
  5.16000025E-01,  2.57865869E+01,  2.34964252E-01,  2.57865869E-01, -2.29016175E-02,  6.64948065E+00,  5.63914204E+00,  6.05892610E+00, -5.90554552E-01,  2.76040998E-02,  3.32474033E-01,
  5.17000025E-01,  2.57629130E+01,  2.33189374E-01,  2.57629130E-01, -2.44397563E-02,  6.63727685E+00,  5.59654496E+00,  6.00763754E+00, -6.29639314E-01,  2.71886420E-02,  3.31863843E-01,
  5.18000025E-01,  2.57377206E+01,  2.31438932E-01,  2.57377206E-01, -2.59382743E-02,  6.62430263E+00,  5.55453436E+00,  5.95671057E+00, -6.67592058E-01,  2.67819896E-02,  3.31215131E-01,
  5.19000025E-01,  2.57110500E+01,  2.29714425E-01,  2.57110500E-01, -2.73960750E-02,  6.61058093E+00,  5.51314620E+00,  5.90619907E+00, -7.04381854E-01,  2.63843585E-02,  3.30529046E-01,
  5.20000025E-01,  2.56829424E+01,  2.28017311E-01,  2.56829424E-01, -2.88121130E-02,  6.59613530E+00,  5.47241546E+00,  5.85615546E+00, -7.39979838E-01,  2.59959470E-02,  3.29806765E-01,
  5.21000025E-01,  2.56534400E+01,  2.26349005E-01,  2.56534400E-01, -3.01853950E-02,  6.58098986E+00,  5.43237613E+00,  5.80663064E+00, -7.74359221E-01,  2.56169361E-02,  3.29049493E-01,
  5.22000025E-01,  2.56225862E+01,  2.24710882E-01,  2.56225862E-01, -3.15149801E-02,  6.56516922E+00,  5.39306116E+00,  5.75767393E+00, -8.07495294E-01,  2.52474901E-02,  3.28258461E-01,
  5.23000025E-01,  2.55904249E+01,  2.23104269E-01,  2.55904249E-01, -3.27999803E-02,  6.54869849E+00,  5.35450246E+00,  5.70933305E+00, -8.39365435E-01,  2.48877574E-02,  3.27434924E-01,
  5.24000025E-01,  2.55570014E+01,  2.21530453E-01,  2.55570014E-01, -3.40395607E-02,  6.53160318E+00,  5.31673087E+00,  5.66165408E+00, -8.69949100E-01,  2.45378708E-02,  3.26580159E-01,
  5.25000025E-01,  2.55223612E+01,  2.19990672E-01,  2.55223612E-01, -3.52329400E-02,  6.51390922E+00,  5.27977613E+00,  5.61468140E+00, -8.99227821E-01,  2.41979479E-02,  3.25695461E-01,
  5.26000025E-01,  2.54865511E+01,  2.18486121E-01,  2.54865511E-01, -3.63793904E-02,  6.49564288E+00,  5.24366690E+00,  5.56845769E+00, -9.27185193E-01,  2.38680925E-02,  3.24782144E-01,
  5.27000025E-01,  2.54496183E+01,  2.17017945E-01,  2.54496183E-01, -3.74782383E-02,  6.47683072E+00,  5.20843068E+00,  5.52302386E+00, -9.53806860E-01,  2.35483942E-02,  3.23841536E-01,
  5.28000025E-01,  2.54116107E+01,  2.15587243E-01,  2.54116107E-01, -3.85288641E-02,  6.45749959E+00,  5.17409383E+00,  5.47841910E+00, -9.79080497E-01,  2.32389297E-02,  3.22874980E-01,
  5.29000025E-01,  2.53725769E+01,  2.14195066E-01,  2.53725769E-01, -3.95307023E-02,  6.43767656E+00,  5.14068159E+00,  5.43468078E+00, -1.00299578E+00,  2.29397632E-02,  3.21883828E-01,
  5.30000025E-01,  2.53325658E+01,  2.12842416E-01,  2.53325658E-01, -4.04832417E-02,  6.41738888E+00,  5.10821798E+00,  5.39184450E+00, -1.02554438E+00,  2.26509470E-02,  3.20869444E-01,
  5.31000025E-01,  2.52916270E+01,  2.11530245E-01,  2.52916270E-01, -4.13860249E-02,  6.39666394E+00,  5.07672587E+00,  5.34994404E+00, -1.04671990E+00,  2.23725222E-02,  3.19833197E-01,
  5.32000025E-01,  2.52498104E+01,  2.10259455E-01,  2.52498104E-01, -4.22386490E-02,  6.37552926E+00,  5.04622693E+00,  5.30901139E+00, -1.06651788E+00,  2.21045193E-02,  3.18776463E-01,
  5.33000025E-01,  2.52071665E+01,  2.09030900E-01,  2.52071665E-01, -4.30407647E-02,  6.35401243E+00,  5.01674161E+00,  5.26907671E+00, -1.08493572E+00,  2.18469586E-02,  3.17700621E-01,
  5.34000025E-01,  2.51637458E+01,  2.07845382E-01,  2.51637458E-01, -4.37920766E-02,  6.33214104E+00,  4.98828916E+00,  5.23016836E+00, -1.10197268E+00,  2.15998513E-02,  3.16607052E-01,
  5.35000025E-01,  2.51195994E+01,  2.06703651E-01,  2.51195994E-01, -4.44923428E-02,  6.30994272E+00,  4.96088762E+00,  5.19231289E+00, -1.11762983E+00,  2.13631996E-02,  3.15497136E-01,
  5.36000025E-01,  2.50747782E+01,  2.05606408E-01,  2.50747782E-01, -4.51413743E-02,  6.28744503E+00,  4.93455379E+00,  5.15553508E+00, -1.13190995E+00,  2.11369975E-02,  3.14372251E-01,
  5.37000026E-01,  2.50293337E+01,  2.04554302E-01,  2.50293337E-01, -4.57390352E-02,  6.26467547E+00,  4.90930325E+00,  5.11985789E+00, -1.14481758E+00,  2.09212312E-02,  3.13233773E-01,
  5.38000026E-01,  2.49833173E+01,  2.03547931E-01,  2.49833173E-01, -4.62852420E-02,  6.24166143E+00,  4.88515034E+00,  5.08530254E+00, -1.15635889E+00,  2.07158801E-02,  3.12083071E-01,
  5.39000026E-01,  2.49367804E+01,  2.02587841E-01,  2.49367804E-01, -4.67799632E-02,  6.21843017E+00,  4.86210818E+00,  5.05188850E+00, -1.16654167E+00,  2.05209166E-02,  3.10921508E-01,
  5.40000026E-01,  2.48897745E+01,  2.01674526E-01,  2.48897745E-01, -4.72232188E-02,  6.19500876E+00,  4.84018863E+00,  5.01963349E+00, -1.17537527E+00,  2.03363073E-02,  3.09750438E-01,
  5.41000026E-01,  2.48423511E+01,  2.00808431E-01,  2.48423511E-01, -4.76150800E-02,  6.17142408E+00,  4.81940234E+00,  4.98855354E+00, -1.18287053E+00,  2.01620130E-02,  3.08571204E-01,
  5.42000026E-01,  2.47945614E+01,  1.99989946E-01,  2.47945614E-01, -4.79556683E-02,  6.14770277E+00,  4.79975871E+00,  4.95866301E+00, -1.18903976E+00,  1.99979893E-02,  3.07385139E-01,
  5.43000026E-01,  2.47464568E+01,  1.99219413E-01,  2.47464568E-01, -4.82451549E-02,  6.12387123E+00,  4.78126591E+00,  4.92997459E+00, -1.19389664E+00,  1.98441872E-02,  3.06193562E-01,
  5.44000026E-01,  2.46980881E+01,  1.98497121E-01,  2.46980881E-01, -4.84837604E-02,  6.09995555E+00,  4.76393089E+00,  4.90249937E+00, -1.19745618E+00,  1.97005534E-02,  3.04997778E-01,
  5.45000026E-01,  2.46495061E+01,  1.97823308E-01,  2.46495061E-01, -4.86717535E-02,  6.07598152E+00,  4.74775939E+00,  4.87624684E+00, -1.19973469E+00,  1.95670305E-02,  3.03799076E-01,
  5.46000026E-01,  2.46007613E+01,  1.97198162E-01,  2.46007613E-01, -4.88094510E-02,  6.05197459E+00,  4.73275590E+00,  4.85122493E+00, -1.20074965E+00,  1.94435576E-02,  3.02598729E-01,
  5.47000026E-01,  2.45519039E+01,  1.96621823E-01,  2.45519039E-01, -4.88972161E-02,  6.02795983E+00,  4.71892374E+00,  4.82744009E+00, -1.20051975E+00,  1.93300706E-02,  3.01397992E-01,
  5.48000026E-01,  2.45029834E+01,  1.96094376E-01,  2.45029834E-01, -4.89354585E-02,  6.00396196E+00,  4.70626502E+00,  4.80489724E+00, -1.19906473E+00,  1.92265021E-02,  3.00198098E-01,
  5.49000026E-01,  2.44540493E+01,  1.95615860E-01,  2.44540493E-01, -4.89246328E-02,  5.98000527E+00,  4.69478065E+00,  4.78359989E+00, -1.19640538E+00,  1.91327824E-02,  2.99000264E-01,
  5.50000026E-01,  2.44051503E+01,  1.95186265E-01,  2.44051503E-01, -4.88652380E-02,  5.95611363E+00,  4.68447037E+00,  4.76355015E+00, -1.19256348E+00,  1.90488391E-02,  2.97805681E-01,
  5.51000026E-01,  2.43563348E+01,  1.94805532E-01,  2.43563348E-01, -4.87578166E-02,  5.93231046E+00,  4.67533276E+00,  4.74474876E+00, -1.18756171E+00,  1.89745976E-02,  2.96615523E-01,
  5.52000026E-01,  2.43076505E+01,  1.94473552E-01,  2.43076505E-01, -4.86029532E-02,  5.90861873E+00,  4.66736525E+00,  4.72719513E+00, -1.18142360E+00,  1.89099812E-02,  2.95430937E-01,
  5.53000026E-01,  2.42591445E+01,  1.94190171E-01,  2.42591445E-01, -4.84012741E-02,  5.88506093E+00,  4.66056411E+00,  4.71088743E+00, -1.17417350E+00,  1.88549113E-02,  2.94253047E-01,
  5.54000026E-01,  2.42108633E+01,  1.93955188E-01,  2.42108633E-01, -4.81534456E-02,  5.86165904E+00,  4.65492451E+00,  4.69582255E+00, -1.16583649E+00,  1.88093075E-02,  2.93082952E-01,
  5.55000026E-01,  2.41628528E+01,  1.93768354E-01,  2.41628528E-01, -4.78601735E-02,  5.83843454E+00,  4.65044050E+00,  4.68199622E+00, -1.15643833E+00,  1.87730876E-02,  2.91921727E-01,
  5.56000026E-01,  2.41151579E+01,  1.93629377E-01,  2.41151579E-01, -4.75222018E-02,  5.81540840E+00,  4.64710505E+00,  4.66940300E+00, -1.14600540E+00,  1.87461678E-02,  2.90770420E-01,
  5.57000026E-01,  2.40678230E+01,  1.93537918E-01,  2.40678230E-01, -4.71403116E-02,  5.79260104E+00,  4.64491004E+00,  4.65803637E+00, -1.13456468E+00,  1.87284629E-02,  2.89630052E-01,
  5.58000027E-01,  2.40208916E+01,  1.93493597E-01,  2.40208916E-01, -4.67153198E-02,  5.77003235E+00,  4.64384632E+00,  4.64788871E+00, -1.12214363E+00,  1.87198860E-02,  2.88501617E-01,
  5.59000027E-01,  2.39744064E+01,  1.93495986E-01,  2.39744064E-01, -4.62480780E-02,  5.74772165E+00,  4.64390367E+00,  4.63895143E+00, -1.10877022E+00,  1.87203484E-02,  2.87386082E-01,
  5.60000027E-01,  2.39284093E+01,  1.93544621E-01,  2.39284093E-01, -4.57394716E-02,  5.72568770E+00,  4.64507090E+00,  4.63121490E+00, -1.09447280E+00,  1.87297602E-02,  2.86284385E-01,
  5.61000027E-01,  2.38829410E+01,  1.93638992E-01,  2.38829410E-01, -4.51904182E-02,  5.70394870E+00,  4.64733580E+00,  4.62466861E+00, -1.07928009E+00,  1.87480295E-02,  2.85197435E-01,
  5.62000027E-01,  2.38380416E+01,  1.93778549E-01,  2.38380416E-01, -4.46018665E-02,  5.68252227E+00,  4.65068519E+00,  4.61930112E+00, -1.06322115E+00,  1.87750631E-02,  2.84126113E-01,
  5.63000027E-01,  2.37937501E+01,  1.93962706E-01,  2.37937501E-01, -4.39747950E-02,  5.66142543E+00,  4.65510494E+00,  4.61510015E+00, -1.04632528E+00,  1.88107656E-02,  2.83071272E-01,
  5.64000027E-01,  2.37501045E+01,  1.94190834E-01,  2.37501045E-01, -4.33102110E-02,  5.64067464E+00,  4.66058001E+00,  4.61205260E+00, -1.02862204E+00,  1.88550400E-02,  2.82033732E-01,
  5.65000027E-01,  2.37071418E+01,  1.94462269E-01,  2.37071418E-01, -4.26091490E-02,  5.62028573E+00,  4.66709446E+00,  4.61014459E+00, -1.01014114E+00,  1.89077871E-02,  2.81014287E-01,
  5.66000027E-01,  2.36648980E+01,  1.94776311E-01,  2.36648980E-01, -4.18726693E-02,  5.60027397E+00,  4.67463146E+00,  4.60936153E+00, -9.90912449E-01,  1.89689056E-02,  2.80013699E-01,
  5.67000027E-01,  2.36234079E+01,  1.95132222E-01,  2.36234079E-01, -4.11018572E-02,  5.58065402E+00,  4.68317333E+00,  4.60968808E+00, -9.70965940E-01,  1.90382920E-02,  2.79032701E-01,
  5.68000027E-01,  2.35827054E+01,  1.95529232E-01,  2.35827054E-01, -4.02978212E-02,  5.56143992E+00,  4.69270158E+00,  4.61110828E+00, -9.50331644E-01,  1.91158404E-02,  2.78071996E-01,
  5.69000027E-01,  2.35428230E+01,  1.95966538E-01,  2.35428230E-01, -3.94616918E-02,  5.54264514E+00,  4.70319691E+00,  4.61360551E+00, -9.29039625E-01,  1.92014420E-02,  2.77132257E-01,
  5.70000027E-01,  2.35037923E+01,  1.96443303E-01,  2.35037923E-01, -3.85946203E-02,  5.52428252E+00,  4.71463926E+00,  4.61716258E+00, -9.07119939E-01,  1.92949856E-02,  2.76214126E-01,
  5.71000027E-01,  2.34656437E+01,  1.96958659E-01,  2.34656437E-01, -3.76977772E-02,  5.50636432E+00,  4.72700782E+00,  4.62176171E+00, -8.84602606E-01,  1.93963567E-02,  2.75318216E-01,
  5.72000027E-01,  2.34284063E+01,  1.97511712E-01,  2.34284063E-01, -3.67723510E-02,  5.48890220E+00,  4.74028108E+00,  4.62738462E+00, -8.61517579E-01,  1.95054381E-02,  2.74445110E-01,
  5.73000027E-01,  2.33921081E+01,  1.98101534E-01,  2.33921081E-01, -3.58195469E-02,  5.47190720E+00,  4.75443681E+00,  4.63401249E+00, -8.37894713E-01,  1.96221088E-02,  2.73595360E-01,
  5.74000027E-01,  2.33567759E+01,  1.98727173E-01,  2.33567759E-01, -3.48405853E-02,  5.45538979E+00,  4.76945216E+00,  4.64162605E+00, -8.13763743E-01,  1.97462447E-02,  2.72769490E-01,
  5.75000027E-01,  2.33224352E+01,  1.99387652E-01,  2.33224352E-01, -3.38367005E-02,  5.43935984E+00,  4.78530364E+00,  4.65020559E+00, -7.89154255E-01,  1.98777178E-02,  2.71967992E-01,
  5.76000027E-01,  2.32891104E+01,  2.00081964E-01,  2.32891104E-01, -3.28091392E-02,  5.42382662E+00,  4.80196715E+00,  4.65973095E+00, -7.64095663E-01,  2.00163963E-02,  2.71191331E-01,
  5.77000027E-01,  2.32568244E+01,  2.00809085E-01,  2.32568244E-01, -3.17591594E-02,  5.40879881E+00,  4.81941803E+00,  4.67018162E+00, -7.38617192E-01,  2.01621442E-02,  2.70439941E-01,
  5.78000027E-01,  2.32255991E+01,  2.01567962E-01,  2.32255991E-01, -3.06880288E-02,  5.39428453E+00,  4.83763109E+00,  4.68153668E+00, -7.12747853E-01,  2.03148217E-02,  2.69714227E-01,
  5.79000028E-01,  2.31954550E+01,  2.02357526E-01,  2.31954550E-01, -2.95970235E-02,  5.38029131E+00,  4.85658063E+00,  4.69377488E+00, -6.86516426E-01,  2.04742842E-02,  2.69014565E-01,
  5.80000028E-01,  2.31664112E+01,  2.03176686E-01,  2.31664112E-01, -2.84874269E-02,  5.36682610E+00,  4.87624045E+00,  4.70687465E+00, -6.59951447E-01,  2.06403828E-02,  2.68341305E-01,
  5.81000028E-01,  2.31384859E+01,  2.04024331E-01,  2.31384859E-01, -2.73605278E-02,  5.35389529E+00,  4.89658394E+00,  4.72081410E+00, -6.33081187E-01,  2.08129638E-02,  2.67694764E-01,
  5.82000028E-01,  2.31116955E+01,  2.04899335E-01,  2.31116955E-01, -2.62176197E-02,  5.34150470E+00,  4.91758405E+00,  4.73557105E+00, -6.05933644E-01,  2.09918688E-02,  2.67075235E-01,
  5.83000028E-01,  2.30860555E+01,  2.05800556E-01,  2.30860555E-01, -2.50599989E-02,  5.32965960E+00,  4.93921336E+00,  4.75112308E+00, -5.78536526E-01,  2.11769345E-02,  2.66482980E-01,
  5.84000028E-01,  2.30615800E+01,  2.06726836E-01,  2.30615800E-01, -2.38889636E-02,  5.31836472E+00,  4.96144407E+00,  4.76744747E+00, -5.50917244E-01,  2.13679924E-02,  2.65918236E-01,
  5.85000028E-01,  2.30382816E+01,  2.07677004E-01,  2.30382816E-01, -2.27058123E-02,  5.30762421E+00,  4.98424810E+00,  4.78452131E+00, -5.23102899E-01,  2.15648690E-02,  2.65381211E-01,
  5.86000028E-01,  2.30161720E+01,  2.08649877E-01,  2.30161720E-01, -2.15118428E-02,  5.29744172E+00,  5.00759705E+00,  4.80232145E+00, -4.95120273E-01,  2.17673856E-02,  2.64872086E-01,
  5.87000028E-01,  2.29952611E+01,  2.09644261E-01,  2.29952611E-01, -2.03083506E-02,  5.28782035E+00,  5.03146226E+00,  4.82082452E+00, -4.66995826E-01,  2.19753580E-02,  2.64391017E-01,
  5.88000028E-01,  2.29755580E+01,  2.10658952E-01,  2.29755580E-01, -1.90966279E-02,  5.27876266E+00,  5.05581485E+00,  4.84000698E+00, -4.38755683E-01,  2.21885971E-02,  2.63938133E-01,
  5.89000028E-01,  2.29570702E+01,  2.11692740E-01,  2.29570702E-01, -1.78779622E-02,  5.27027072E+00,  5.08062575E+00,  4.85984508E+00, -4.10425634E-01,  2.24069080E-02,  2.63513536E-01,
  5.90000028E-01,  2.29398040E+01,  2.12744405E-01,  2.29398040E-01, -1.66536351E-02,  5.26234606E+00,  5.10586571E+00,  4.88031494E+00, -3.82031123E-01,  2.26300909E-02,  2.63117303E-01,
  5.91000028E-01,  2.29237644E+01,  2.13812723E-01,  2.29237644E-01, -1.54249209E-02,  5.25498973E+00,  5.13150535E+00,  4.90139248E+00, -3.53597251E-01,  2.28579402E-02,  2.62749487E-01,
  5.92000028E-01,  2.29089552E+01,  2.14896466E-01,  2.29089552E-01, -1.41930858E-02,  5.24820227E+00,  5.15751518E+00,  4.92305350E+00, -3.25148767E-01,  2.30902455E-02,  2.62410113E-01,
  5.93000028E-01,  2.28953788E+01,  2.15994402E-01,  2.28953788E-01, -1.29593866E-02,  5.24198372E+00,  5.18386564E+00,  4.94527365E+00, -2.96710064E-01,  2.33267908E-02,  2.62099186E-01,
  5.94000028E-01,  2.28830366E+01,  2.17105297E-01,  2.28830366E-01, -1.17250691E-02,  5.23633364E+00,  5.21052713E+00,  4.96802846E+00, -2.68305185E-01,  2.35673550E-02,  2.61816682E-01,
  5.95000028E-01,  2.28719285E+01,  2.18227917E-01,  2.28719285E-01, -1.04913676E-02,  5.23125113E+00,  5.23747001E+00,  4.99129332E+00, -2.39957809E-01,  2.38117119E-02,  2.61562556E-01,
  5.96000028E-01,  2.28620533E+01,  2.19361029E-01,  2.28620533E-01, -9.25950341E-03,  5.22673479E+00,  5.26466470E+00,  5.01504353E+00, -2.11691260E-01,  2.40596305E-02,  2.61336739E-01,
  5.97000028E-01,  2.28534085E+01,  2.20503401E-01,  2.28534085E-01, -8.03068391E-03,  5.22278278E+00,  5.29208162E+00,  5.03925428E+00, -1.83528500E-01,  2.43108749E-02,  2.61139139E-01,
  5.98000028E-01,  2.28459905E+01,  2.21653803E-01,  2.28459905E-01, -6.80610136E-03,  5.21939281E+00,  5.31969128E+00,  5.06390068E+00, -1.55492127E-01,  2.45652043E-02,  2.60969640E-01,
  5.99000028E-01,  2.28397945E+01,  2.22811013E-01,  2.28397945E-01, -5.58693200E-03,  5.21656211E+00,  5.34746430E+00,  5.08895773E+00, -1.27604379E-01,  2.48223736E-02,  2.60828105E-01,
  6.00000028E-01,  2.28348144E+01,  2.23973809E-01,  2.28348144E-01, -4.37433496E-03,  5.21428749E+00,  5.37537142E+00,  5.11440037E+00, -9.98871269E-02,  2.50821336E-02,  2.60714375E-01,
  6.01000029E-01,  2.28310432E+01,  2.25140981E-01,  2.28310432E-01, -3.16945128E-03,  5.21256534E+00,  5.40338354E+00,  5.14020346E+00, -7.23618791E-02,  2.53442306E-02,  2.60628267E-01,
  6.02000029E-01,  2.28284726E+01,  2.26311323E-01,  2.28284726E-01, -1.97340300E-03,  5.21139160E+00,  5.43147174E+00,  5.16634182E+00, -4.50497763E-02,  2.56084074E-02,  2.60569580E-01,
  6.03000029E-01,  2.28270931E+01,  2.27483639E-01,  2.28270931E-01, -7.87292195E-04,  5.21076179E+00,  5.45960733E+00,  5.19279020E+00, -1.79715922E-02,  2.58744029E-02,  2.60538090E-01,
  6.04000029E-01,  2.28268943E+01,  2.28656743E-01,  2.28268943E-01,  3.87799915E-04,  5.21067104E+00,  5.48776183E+00,  5.21952331E+00,  8.85226766E-03,  2.61419531E-02,  2.60533552E-01,
  6.05000029E-01,  2.28278647E+01,  2.29829460E-01,  2.28278647E-01,  1.55081383E-03,  5.21111405E+00,  5.51590705E+00,  5.24651582E+00,  3.54017682E-02,  2.64107905E-02,  2.60555703E-01,
  6.06000029E-01,  2.28299916E+01,  2.31000628E-01,  2.28299916E-01,  2.70071260E-03,  5.21208515E+00,  5.54401508E+00,  5.27374239E+00,  6.16572459E-02,  2.66806451E-02,  2.60604257E-01,
  6.07000029E-01,  2.28332614E+01,  2.32169096E-01,  2.28332614E-01,  3.83648266E-03,  5.21357825E+00,  5.57205832E+00,  5.30117766E+00,  8.75994114E-02,  2.69512447E-02,  2.60678913E-01,
  6.08000029E-01,  2.28376595E+01,  2.33333729E-01,  2.28376595E-01,  4.95713458E-03,  5.21558691E+00,  5.60000951E+00,  5.32879626E+00,  1.13209352E-01,  2.72223147E-02,  2.60779346E-01,
  6.09000029E-01,  2.28431703E+01,  2.34493407E-01,  2.28431703E-01,  6.06170380E-03,  5.21810429E+00,  5.62784176E+00,  5.35657282E+00,  1.38468532E-01,  2.74935789E-02,  2.60905214E-01,
  6.10000029E-01,  2.28497772E+01,  2.35647024E-01,  2.28497772E-01,  7.14925138E-03,  5.22112319E+00,  5.65552857E+00,  5.38448199E+00,  1.63358801E-01,  2.77647599E-02,  2.61056160E-01,
  6.11000029E-01,  2.28574628E+01,  2.36793493E-01,  2.28574628E-01,  8.21886464E-03,  5.22463606E+00,  5.68304383E+00,  5.41249846E+00,  1.87862393E-01,  2.80355791E-02,  2.61231803E-01,
  6.12000029E-01,  2.28662087E+01,  2.37931745E-01,  2.28662087E-01,  9.26965785E-03,  5.22863499E+00,  5.71036187E+00,  5.44059693E+00,  2.11961931E-01,  2.83057576E-02,  2.61431750E-01,
  6.13000029E-01,  2.28759956E+01,  2.39060729E-01,  2.28759956E-01,  1.03007728E-02,  5.23311173E+00,  5.73745748E+00,  5.46875217E+00,  2.35640433E-01,  2.85750160E-02,  2.61655587E-01,
  6.14000029E-01,  2.28868034E+01,  2.40179413E-01,  2.28868034E-01,  1.13113794E-02,  5.23805770E+00,  5.76430592E+00,  5.49693901E+00,  2.58881316E-01,  2.88430753E-02,  2.61902885E-01,
