Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Source,Power_L,Power_C,Energy_L,Energy_C
  8.97000043E-01,  2.42497889E+01,  2.44772330E-01,  2.42497889E-01,  2.27444111E-03,  5.88052261E+00,  5.87453592E+00,  5.93567733E+00,  5.51547167E-02,  2.99567468E-02,  2.94026131E-01,
  8.98000043E-01,  2.42519271E+01,  2.44521449E-01,  2.42519271E-01,  2.00217778E-03,  5.88155970E+00,  5.86851478E+00,  5.93011637E+00,  4.85566697E-02,  2.98953696E-02,  2.94077985E-01,
  8.99000043E-01,  2.42537935E+01,  2.44268566E-01,  2.42537935E-01,  1.73063149E-03,  5.88246498E+00,  5.86244559E+00,  5.92443936E+00,  4.19743786E-02,  2.98335662E-02,  2.94123249E-01,
  9.00000043E-01,  2.42553887E+01,  2.44013953E-01,  2.42553887E-01,  1.46006526E-03,  5.88323883E+00,  5.85633486E+00,  5.91865328E+00,  3.54144504E-02,  2.97714045E-02,  2.94161941E-01,
  9.01000043E-01,  2.42567140E+01,  2.43757879E-01,  2.42567140E-01,  1.19073854E-03,  5.88388175E+00,  5.85018909E+00,  5.91276516E+00,  2.88834042E-02,  2.97089517E-02,  2.94194088E-01,
  9.02000043E-01,  2.42577707E+01,  2.43500614E-01,  2.42577707E-01,  9.22906956E-04,  5.88439440E+00,  5.84401474E+00,  5.90678207E+00,  2.23876653E-02,  2.96462745E-02,  2.94219720E-01,
  9.03000043E-01,  2.42585604E+01,  2.43242426E-01,  2.42585604E-01,  6.56822106E-04,  5.88477754E+00,  5.83781823E+00,  5.90071110E+00,  1.59335587E-02,  2.95834390E-02,  2.94238877E-01,
  9.04000043E-01,  2.42590850E+01,  2.42983582E-01,  2.42590850E-01,  3.92731349E-04,  5.88503206E+00,  5.83160596E+00,  5.89455936E+00,  9.52730320E-03,  2.95205105E-02,  2.94251603E-01,
  9.05000043E-01,  2.42593466E+01,  2.42724344E-01,  2.42593466E-01,  1.30877599E-04,  5.88515899E+00,  5.82538425E+00,  5.88833399E+00,  3.17500503E-03,  2.94575536E-02,  2.94257949E-01,
  9.06000043E-01,  2.42593476E+01,  2.42464975E-01,  2.42593476E-01, -1.28500877E-04,  5.88515946E+00,  5.81915940E+00,  5.88204211E+00, -3.11734745E-03,  2.93946321E-02,  2.94257973E-01,
  9.07000043E-01,  2.42590905E+01,  2.42205735E-01,  2.42590905E-01, -3.85170642E-04,  5.88503473E+00,  5.81293763E+00,  5.87569085E+00, -9.34388949E-03,  2.93318090E-02,  2.94251737E-01,
  9.08000043E-01,  2.42585782E+01,  2.41946879E-01,  2.42585782E-01, -6.38903280E-04,  5.88478618E+00,  5.80672510E+00,  5.86928730E+00, -1.54988852E-02,  2.92691462E-02,  2.94239309E-01,
  9.09000043E-01,  2.42578138E+01,  2.41688662E-01,  2.42578138E-01, -8.89475568E-04,  5.88441529E+00,  5.80052789E+00,  5.86283856E+00, -2.15767327E-02,  2.92067047E-02,  2.94220765E-01,
  9.10000043E-01,  2.42568004E+01,  2.41431335E-01,  2.42568004E-01, -1.13666965E-03,  5.88392366E+00,  5.79435203E+00,  5.85635170E+00, -2.75719688E-02,  2.91445446E-02,  2.94196183E-01,
  9.11000043E-01,  2.42555416E+01,  2.41175143E-01,  2.42555416E-01, -1.38027320E-03,  5.88331300E+00,  5.78820344E+00,  5.84983373E+00, -3.34792740E-02,  2.90827248E-02,  2.94165650E-01,
  9.12000043E-01,  2.42540411E+01,  2.40920332E-01,  2.42540411E-01, -1.62007957E-03,  5.88258511E+00,  5.78208796E+00,  5.84329164E+00, -3.92934765E-02,  2.90213031E-02,  2.94129256E-01,
  9.13000043E-01,  2.42523028E+01,  2.40667140E-01,  2.42523028E-01, -1.85588795E-03,  5.88174192E+00,  5.77601136E+00,  5.83673236E+00, -4.50095566E-02,  2.89603362E-02,  2.94087096E-01,
  9.14000043E-01,  2.42503308E+01,  2.40415804E-01,  2.42503308E-01, -2.08750352E-03,  5.88078542E+00,  5.76997930E+00,  5.83016277E+00, -5.06226508E-02,  2.88998794E-02,  2.94039271E-01,
  9.15000043E-01,  2.42481293E+01,  2.40166555E-01,  2.42481293E-01, -2.31473754E-03,  5.87971773E+00,  5.76399732E+00,  5.82358967E+00, -5.61280552E-02,  2.88399871E-02,  2.93985886E-01,
  9.16000044E-01,  2.42457028E+01,  2.39919620E-01,  2.42457028E-01, -2.53740754E-03,  5.87854104E+00,  5.75807089E+00,  5.81701982E+00, -6.15212292E-02,  2.87807122E-02,  2.93927052E-01,
  9.17000044E-01,  2.42430560E+01,  2.39675223E-01,  2.42430560E-01, -2.75533738E-03,  5.87725766E+00,  5.75220535E+00,  5.81045986E+00, -6.67977986E-02,  2.87221062E-02,  2.93862883E-01,
  9.18000044E-01,  2.42401938E+01,  2.39433580E-01,  2.42401938E-01, -2.96835741E-03,  5.87586994E+00,  5.74640593E+00,  5.80391638E+00, -7.19535588E-02,  2.86642197E-02,  2.93793497E-01,
  9.19000044E-01,  2.42371210E+01,  2.39194906E-01,  2.42371210E-01, -3.17630453E-03,  5.87438035E+00,  5.74067773E+00,  5.79739587E+00, -7.69844773E-02,  2.86071014E-02,  2.93719017E-01,
  9.20000044E-01,  2.42338429E+01,  2.38959407E-01,  2.42338429E-01, -3.37902233E-03,  5.87279142E+00,  5.73502576E+00,  5.79090472E+00, -8.18866963E-02,  2.85507990E-02,  2.93639571E-01,
  9.21000044E-01,  2.42303648E+01,  2.38727286E-01,  2.42303648E-01, -3.57636115E-03,  5.87110576E+00,  5.72945487E+00,  5.78444923E+00, -8.66565352E-02,  2.84953586E-02,  2.93555288E-01,
  9.22000044E-01,  2.42266920E+01,  2.38498742E-01,  2.42266920E-01, -3.76817818E-03,  5.86932606E+00,  5.72396981E+00,  5.77803557E+00, -9.12904921E-02,  2.84408250E-02,  2.93466303E-01,
  9.23000044E-01,  2.42228303E+01,  2.38273965E-01,  2.42228303E-01, -3.95433750E-03,  5.86745507E+00,  5.71857517E+00,  5.77166982E+00, -9.57852462E-02,  2.83872413E-02,  2.93372753E-01,
  9.24000044E-01,  2.42187853E+01,  2.38053143E-01,  2.42187853E-01, -4.13471020E-03,  5.86549560E+00,  5.71327542E+00,  5.76535794E+00, -1.00137659E-01,  2.83346493E-02,  2.93274780E-01,
  9.25000044E-01,  2.42145628E+01,  2.37836454E-01,  2.42145628E-01, -4.30917441E-03,  5.86345053E+00,  5.70807489E+00,  5.75910576E+00, -1.04344774E-01,  2.82830894E-02,  2.93172527E-01,
  9.26000044E-01,  2.42101689E+01,  2.37624074E-01,  2.42101689E-01, -4.47761532E-03,  5.86132280E+00,  5.70297778E+00,  5.75291897E+00, -1.08403823E-01,  2.82326003E-02,  2.93066140E-01,
  9.27000044E-01,  2.42056096E+01,  2.37416171E-01,  2.42056096E-01, -4.63992528E-03,  5.85911538E+00,  5.69798811E+00,  5.74680316E+00, -1.12312220E-01,  2.81832192E-02,  2.92955769E-01,
  9.28000044E-01,  2.42008912E+01,  2.37212908E-01,  2.42008912E-01, -4.79600382E-03,  5.85683133E+00,  5.69310979E+00,  5.74076376E+00, -1.16067566E-01,  2.81349818E-02,  2.92841566E-01,
  9.29000044E-01,  2.41960197E+01,  2.37014440E-01,  2.41960197E-01, -4.94575764E-03,  5.85447371E+00,  5.68834656E+00,  5.73480607E+00, -1.19667650E-01,  2.80879223E-02,  2.92723686E-01,
  9.30000044E-01,  2.41910018E+01,  2.36820917E-01,  2.41910018E-01, -5.08910069E-03,  5.85204567E+00,  5.68370201E+00,  5.72893523E+00, -1.23110444E-01,  2.80420734E-02,  2.92602283E-01,
  9.31000044E-01,  2.41858437E+01,  2.36632483E-01,  2.41858437E-01, -5.22595413E-03,  5.84955036E+00,  5.67917959E+00,  5.72315625E+00, -1.26394110E-01,  2.79974660E-02,  2.92477518E-01,
  9.32000044E-01,  2.41805521E+01,  2.36449274E-01,  2.41805521E-01, -5.35624637E-03,  5.84699098E+00,  5.67478258E+00,  5.71747398E+00, -1.29516994E-01,  2.79541296E-02,  2.92349549E-01,
  9.33000044E-01,  2.41751334E+01,  2.36271421E-01,  2.41751334E-01, -5.47991308E-03,  5.84437076E+00,  5.67051411E+00,  5.71189313E+00, -1.32477630E-01,  2.79120922E-02,  2.92218538E-01,
  9.34000044E-01,  2.41695945E+01,  2.36099047E-01,  2.41695945E-01, -5.59689713E-03,  5.84169296E+00,  5.66637714E+00,  5.70641823E+00, -1.35274734E-01,  2.78713801E-02,  2.92084648E-01,
  9.35000044E-01,  2.41639419E+01,  2.35932270E-01,  2.41639419E-01, -5.70714863E-03,  5.83896087E+00,  5.66237448E+00,  5.70105366E+00, -1.37907208E-01,  2.78320180E-02,  2.91948043E-01,
  9.36000044E-01,  2.41581824E+01,  2.35771199E-01,  2.41581824E-01, -5.81062487E-03,  5.83617778E+00,  5.65850878E+00,  5.69580364E+00, -1.40374136E-01,  2.77940292E-02,  2.91808889E-01,
  9.37000045E-01,  2.41523229E+01,  2.35615939E-01,  2.41523229E-01, -5.90729032E-03,  5.83334701E+00,  5.65478253E+00,  5.69067223E+00, -1.42674783E-01,  2.77574353E-02,  2.91667351E-01,
  9.38000045E-01,  2.41463701E+01,  2.35466585E-01,  2.41463701E-01, -5.99711656E-03,  5.83047190E+00,  5.65119803E+00,  5.68566330E+00, -1.44808596E-01,  2.77222562E-02,  2.91523595E-01,
  9.39000045E-01,  2.41403309E+01,  2.35323227E-01,  2.41403309E-01, -6.08008229E-03,  5.82755578E+00,  5.64775745E+00,  5.68078058E+00, -1.46775199E-01,  2.76885106E-02,  2.91377789E-01,
  9.40000045E-01,  2.41342122E+01,  2.35185949E-01,  2.41342122E-01, -6.15617321E-03,  5.82460201E+00,  5.64446278E+00,  5.67602761E+00, -1.48574391E-01,  2.76562154E-02,  2.91230100E-01,
  9.41000045E-01,  2.41280209E+01,  2.35054827E-01,  2.41280209E-01, -6.22538203E-03,  5.82161392E+00,  5.64131585E+00,  5.67140777E+00, -1.50206148E-01,  2.76253858E-02,  2.91080696E-01,
  9.42000045E-01,  2.41217638E+01,  2.34929929E-01,  2.41217638E-01, -6.28770836E-03,  5.81859487E+00,  5.63831830E+00,  5.66692426E+00, -1.51670616E-01,  2.75960359E-02,  2.90929744E-01,
  9.43000045E-01,  2.41154478E+01,  2.34811319E-01,  2.41154478E-01, -6.34315868E-03,  5.81554821E+00,  5.63547166E+00,  5.66258010E+00, -1.52968112E-01,  2.75681778E-02,  2.90777410E-01,
  9.44000045E-01,  2.41090797E+01,  2.34699051E-01,  2.41090797E-01, -6.39174624E-03,  5.81247726E+00,  5.63277723E+00,  5.65837814E+00, -1.54099120E-01,  2.75418223E-02,  2.90623863E-01,
  9.45000045E-01,  2.41026666E+01,  2.34593175E-01,  2.41026666E-01, -6.43349098E-03,  5.80938535E+00,  5.63023619E+00,  5.65432106E+00, -1.55064288E-01,  2.75169788E-02,  2.90469267E-01,
  9.46000045E-01,  2.40962150E+01,  2.34493731E-01,  2.40962150E-01, -6.46841947E-03,  5.80627579E+00,  5.62784954E+00,  5.65041136E+00, -1.55864426E-01,  2.74936549E-02,  2.90313789E-01,
  9.47000045E-01,  2.40897320E+01,  2.34400755E-01,  2.40897320E-01, -6.49656476E-03,  5.80315187E+00,  5.62561812E+00,  5.64665136E+00, -1.56500504E-01,  2.74718570E-02,  2.90157593E-01,
  9.48000045E-01,  2.40832241E+01,  2.34314275E-01,  2.40832241E-01, -6.51796635E-03,  5.80001685E+00,  5.62354260E+00,  5.64304321E+00, -1.56973645E-01,  2.74515898E-02,  2.90000843E-01,
  9.49000045E-01,  2.40766983E+01,  2.34234313E-01,  2.40766983E-01, -6.53267004E-03,  5.79687400E+00,  5.62162350E+00,  5.63958887E+00, -1.57285125E-01,  2.74328566E-02,  2.89843700E-01,
  9.50000045E-01,  2.40701610E+01,  2.34160882E-01,  2.40701610E-01, -6.54072786E-03,  5.79372652E+00,  5.61986118E+00,  5.63629014E+00, -1.57436373E-01,  2.74156594E-02,  2.89686326E-01,
  9.51000045E-01,  2.40636190E+01,  2.34093992E-01,  2.40636190E-01, -6.54219790E-03,  5.79057760E+00,  5.61825581E+00,  5.63314864E+00, -1.57428958E-01,  2.73999986E-02,  2.89528880E-01,
  9.52000045E-01,  2.40570788E+01,  2.34033644E-01,  2.40570788E-01, -6.53714427E-03,  5.78743040E+00,  5.61680745E+00,  5.63016581E+00, -1.57264595E-01,  2.73858732E-02,  2.89371520E-01,
  9.53000045E-01,  2.40505469E+01,  2.33979832E-01,  2.40505469E-01, -6.52563690E-03,  5.78428805E+00,  5.61551596E+00,  5.62734291E+00, -1.56945136E-01,  2.73732809E-02,  2.89214403E-01,
  9.54000045E-01,  2.40440297E+01,  2.33932545E-01,  2.40440297E-01, -6.50775144E-03,  5.78115362E+00,  5.61438108E+00,  5.62468105E+00, -1.56472569E-01,  2.73622178E-02,  2.89057681E-01,
  9.55000045E-01,  2.40375335E+01,  2.33891766E-01,  2.40375335E-01, -6.48356918E-03,  5.77803015E+00,  5.61340237E+00,  5.62218114E+00, -1.55849011E-01,  2.73526790E-02,  2.88901508E-01,
  9.56000045E-01,  2.40310646E+01,  2.33857469E-01,  2.40310646E-01, -6.45317680E-03,  5.77492065E+00,  5.61257926E+00,  5.61984394E+00, -1.55076708E-01,  2.73446579E-02,  2.88746033E-01,
  9.57000045E-01,  2.40246292E+01,  2.33829625E-01,  2.40246292E-01, -6.41666635E-03,  5.77182806E+00,  5.61191101E+00,  5.61767003E+00, -1.54158030E-01,  2.73381468E-02,  2.88591403E-01,
  9.58000046E-01,  2.40182333E+01,  2.33808198E-01,  2.40182333E-01, -6.37413503E-03,  5.76875529E+00,  5.61139674E+00,  5.61565983E+00, -1.53095462E-01,  2.73331366E-02,  2.88437764E-01,
  9.59000046E-01,  2.40118829E+01,  2.33793144E-01,  2.40118829E-01, -6.32568506E-03,  5.76570518E+00,  5.61103544E+00,  5.61381358E+00, -1.51891609E-01,  2.73296170E-02,  2.88285259E-01,
  9.60000046E-01,  2.40055838E+01,  2.33784415E-01,  2.40055838E-01, -6.27142354E-03,  5.76268055E+00,  5.61082595E+00,  5.61213136E+00, -1.50549183E-01,  2.73275763E-02,  2.88134027E-01,
  9.61000046E-01,  2.39993419E+01,  2.33781957E-01,  2.39993419E-01, -6.21146227E-03,  5.75968412E+00,  5.61076696E+00,  5.61061311E+00, -1.49071007E-01,  2.73270017E-02,  2.87984206E-01,
  9.62000046E-01,  2.39931628E+01,  2.33785710E-01,  2.39931628E-01, -6.14591764E-03,  5.75671859E+00,  5.61085704E+00,  5.60925859E+00, -1.47460002E-01,  2.73278791E-02,  2.87835930E-01,
  9.63000046E-01,  2.39870519E+01,  2.33795609E-01,  2.39870519E-01, -6.07491041E-03,  5.75378659E+00,  5.61109461E+00,  5.60806740E+00, -1.45719191E-01,  2.73301933E-02,  2.87689329E-01,
  9.64000046E-01,  2.39810147E+01,  2.33811582E-01,  2.39810147E-01, -5.99856557E-03,  5.75089067E+00,  5.61147796E+00,  5.60703898E+00, -1.43851689E-01,  2.73339278E-02,  2.87544533E-01,
  9.65000046E-01,  2.39750565E+01,  2.33833553E-01,  2.39750565E-01, -5.91701221E-03,  5.74803334E+00,  5.61200527E+00,  5.60617264E+00, -1.41860702E-01,  2.73390652E-02,  2.87401667E-01,
  9.66000046E-01,  2.39691824E+01,  2.33861441E-01,  2.39691824E-01, -5.83038328E-03,  5.74521704E+00,  5.61267457E+00,  5.60546752E+00, -1.39749520E-01,  2.73455867E-02,  2.87260852E-01,
  9.67000046E-01,  2.39633974E+01,  2.33895158E-01,  2.39633974E-01, -5.73881547E-03,  5.74244414E+00,  5.61348380E+00,  5.60492262E+00, -1.37521516E-01,  2.73534725E-02,  2.87122207E-01,
  9.68000046E-01,  2.39577064E+01,  2.33934614E-01,  2.39577064E-01, -5.64244904E-03,  5.73971694E+00,  5.61443075E+00,  5.60453680E+00, -1.35180137E-01,  2.73627019E-02,  2.86985847E-01,
  9.69000046E-01,  2.39521140E+01,  2.33979713E-01,  2.39521140E-01, -5.54142761E-03,  5.73703767E+00,  5.61551311E+00,  5.60430876E+00, -1.32728906E-01,  2.73732530E-02,  2.86851883E-01,
  9.70000046E-01,  2.39466250E+01,  2.34030352E-01,  2.39466250E-01, -5.43589800E-03,  5.73440849E+00,  5.61672845E+00,  5.60423708E+00, -1.30171411E-01,  2.73851028E-02,  2.86720424E-01,
  9.71000046E-01,  2.39412437E+01,  2.34086427E-01,  2.39412437E-01, -5.32601007E-03,  5.73183149E+00,  5.61807424E+00,  5.60432019E+00, -1.27511305E-01,  2.73982276E-02,  2.86591575E-01,
  9.72000046E-01,  2.39359744E+01,  2.34147827E-01,  2.39359744E-01, -5.21191652E-03,  5.72930870E+00,  5.61954785E+00,  5.60455640E+00, -1.24752300E-01,  2.74126025E-02,  2.86465435E-01,
  9.73000046E-01,  2.39308212E+01,  2.34214439E-01,  2.39308212E-01, -5.09377271E-03,  5.72684204E+00,  5.62114654E+00,  5.60494387E+00, -1.21898164E-01,  2.74282018E-02,  2.86342102E-01,
  9.74000046E-01,  2.39257881E+01,  2.34286145E-01,  2.39257881E-01, -4.97173648E-03,  5.72443338E+00,  5.62286748E+00,  5.60548066E+00, -1.18952714E-01,  2.74449988E-02,  2.86221669E-01,
  9.75000046E-01,  2.39208790E+01,  2.34362822E-01,  2.39208790E-01, -4.84596798E-03,  5.72208451E+00,  5.62470772E+00,  5.60616470E+00, -1.15919814E-01,  2.74629661E-02,  2.86104225E-01,
  9.76000046E-01,  2.39160974E+01,  2.34444344E-01,  2.39160974E-01, -4.71662948E-03,  5.71979714E+00,  5.62666427E+00,  5.60699377E+00, -1.12803370E-01,  2.74820753E-02,  2.85989857E-01,
  9.77000046E-01,  2.39114469E+01,  2.34530583E-01,  2.39114469E-01, -4.58388519E-03,  5.71757291E+00,  5.62873400E+00,  5.60796558E+00, -1.09607327E-01,  2.75022973E-02,  2.85878645E-01,
  9.78000046E-01,  2.39069307E+01,  2.34621406E-01,  2.39069307E-01, -4.44790106E-03,  5.71541335E+00,  5.63091374E+00,  5.60907769E+00, -1.06335662E-01,  2.75236021E-02,  2.85770668E-01,
  9.79000047E-01,  2.39025521E+01,  2.34716676E-01,  2.39025521E-01, -4.30884464E-03,  5.71331996E+00,  5.63320023E+00,  5.61032757E+00, -1.02992383E-01,  2.75459590E-02,  2.85665998E-01,
  9.80000047E-01,  2.38983140E+01,  2.34816255E-01,  2.38983140E-01, -4.16688483E-03,  5.71129411E+00,  5.63559012E+00,  5.61171259E+00, -9.95815219E-02,  2.75693368E-02,  2.85564705E-01,
  9.81000047E-01,  2.38942192E+01,  2.34920000E-01,  2.38942192E-01, -4.02219177E-03,  5.70933712E+00,  5.63808001E+00,  5.61322999E+00, -9.61071318E-02,  2.75937033E-02,  2.85466856E-01,
  9.82000047E-01,  2.38902704E+01,  2.35027768E-01,  2.38902704E-01, -3.87493661E-03,  5.70745022E+00,  5.64066643E+00,  5.61487694E+00, -9.25732836E-02,  2.76190258E-02,  2.85372511E-01,
  9.83000047E-01,  2.38864701E+01,  2.35139410E-01,  2.38864701E-01, -3.72529136E-03,  5.70563456E+00,  5.64334584E+00,  5.61665050E+00, -8.89840609E-02,  2.76452711E-02,  2.85281728E-01,
  9.84000047E-01,  2.38828206E+01,  2.35254777E-01,  2.38828206E-01, -3.57342869E-03,  5.70389120E+00,  5.64611466E+00,  5.61854764E+00, -8.53435564E-02,  2.76724051E-02,  2.85194560E-01,
  9.85000047E-01,  2.38793240E+01,  2.35373718E-01,  2.38793240E-01, -3.41952176E-03,  5.70222113E+00,  5.64896923E+00,  5.62056526E+00, -8.16558679E-02,  2.77003935E-02,  2.85111056E-01,
  9.86000047E-01,  2.38759822E+01,  2.35496078E-01,  2.38759822E-01, -3.26374402E-03,  5.70062525E+00,  5.65190587E+00,  5.62270016E+00, -7.79250942E-02,  2.77292013E-02,  2.85031263E-01,
  9.87000047E-01,  2.38727970E+01,  2.35621701E-01,  2.38727970E-01, -3.10626910E-03,  5.69910438E+00,  5.65492083E+00,  5.62494905E+00, -7.41553317E-02,  2.77587931E-02,  2.84955219E-01,
  9.88000047E-01,  2.38697701E+01,  2.35750431E-01,  2.38697701E-01, -2.94727054E-03,  5.69765927E+00,  5.65801034E+00,  5.62730860E+00, -7.03506703E-02,  2.77891328E-02,  2.84882963E-01,
  9.89000047E-01,  2.38669029E+01,  2.35882108E-01,  2.38669029E-01, -2.78692170E-03,  5.69629056E+00,  5.66117059E+00,  5.62977537E+00, -6.65151897E-02,  2.78201844E-02,  2.84814528E-01,
  9.90000047E-01,  2.38641967E+01,  2.36016571E-01,  2.38641967E-01, -2.62539556E-03,  5.69499884E+00,  5.66439771E+00,  5.63234588E+00, -6.26529560E-02,  2.78519110E-02,  2.84749942E-01,
  9.91000047E-01,  2.38616525E+01,  2.36153660E-01,  2.38616525E-01, -2.46286453E-03,  5.69378460E+00,  5.66768785E+00,  5.63501658E+00, -5.87680176E-02,  2.78842757E-02,  2.84689230E-01,
  9.92000047E-01,  2.38592712E+01,  2.36293212E-01,  2.38592712E-01, -2.29950033E-03,  5.69264824E+00,  5.67103709E+00,  5.63778384E+00, -5.48644021E-02,  2.79172410E-02,  2.84632412E-01,
  9.93000047E-01,  2.38570537E+01,  2.36435063E-01,  2.38570537E-01, -2.13547377E-03,  5.69159012E+00,  5.67444152E+00,  5.64064400E+00, -5.09461125E-02,  2.79507696E-02,  2.84579506E-01,
  9.94000047E-01,  2.38550005E+01,  2.36579050E-01,  2.38550005E-01, -1.97095466E-03,  5.69061047E+00,  5.67789720E+00,  5.64359335E+00, -4.70171242E-02,  2.79848234E-02,  2.84530524E-01,
  9.95000047E-01,  2.38531119E+01,  2.36725008E-01,  2.38531119E-01, -1.80611156E-03,  5.68970948E+00,  5.68140018E+00,  5.64662810E+00, -4.30813812E-02,  2.80193646E-02,  2.84485474E-01,
  9.96000047E-01,  2.38513883E+01,  2.36872771E-01,  2.38513883E-01, -1.64111172E-03,  5.68888723E+00,  5.68494651E+00,  5.64974444E+00, -3.91427929E-02,  2.80543549E-02,  2.84444362E-01,
  9.97000047E-01,  2.38498297E+01,  2.37022176E-01,  2.38498297E-01, -1.47612086E-03,  5.68814376E+00,  5.68853222E+00,  5.65293853E+00, -3.52052311E-02,  2.80897559E-02,  2.84407188E-01,
  9.98000047E-01,  2.38484360E+01,  2.37173057E-01,  2.38484360E-01, -1.31130304E-03,  5.68747899E+00,  5.69215336E+00,  5.65620647E+00, -3.12725267E-02,  2.81255295E-02,  2.84373950E-01,
  9.99000047E-01,  2.38472070E+01,  2.37325249E-01,  2.38472070E-01, -1.14682053E-03,  5.68689280E+00,  5.69580598E+00,  5.65954433E+00, -2.73484666E-02,  2.81616369E-02,  2.84344640E-01,
  1.00000005E+00,  2.38461422E+01,  2.37478588E-01,  2.38461422E-01, -9.82833639E-04,  5.68638497E+00,  5.69948612E+00,  5.66294818E+00, -2.34367907E-02,  2.81980399E-02,  2.84319249E-01,
  1.00100005E+00,  2.38452411E+01,  2.37632910E-01,  2.38452411E-01, -8.19500589E-04,  5.68595522E+00,  5.70318984E+00,  5.66641403E+00, -1.95411891E-02,  2.82347000E-02,  2.84297761E-01,
  1.00200005E+00,  2.38445029E+01,  2.37788052E-01,  2.38445029E-01, -6.56977382E-04,  5.68560319E+00,  5.70691324E+00,  5.66993789E+00, -1.56652991E-02,  2.82715788E-02,  2.84280160E-01,
  1.00300005E+00,  2.38439268E+01,  2.37943850E-01,  2.38439268E-01, -4.95417659E-04,  5.68532845E+00,  5.71065241E+00,  5.67351575E+00, -1.18127024E-02,  2.83086380E-02,  2.84266423E-01,
  1.00400005E+00,  2.38435117E+01,  2.38100144E-01,  2.38435117E-01, -3.34972574E-04,  5.68513050E+00,  5.71440347E+00,  5.67714358E+00, -7.98692249E-03,  2.83458394E-02,  2.84256525E-01,
  1.00500005E+00,  2.38432564E+01,  2.38256774E-01,  2.38432564E-01, -1.75790669E-04,  5.68500877E+00,  5.71816257E+00,  5.68081735E+00, -4.19142201E-03,  2.83831451E-02,  2.84250439E-01,
  1.00600005E+00,  2.38431597E+01,  2.38413579E-01,  2.38431597E-01, -1.80177511E-05,  5.68496262E+00,  5.72192589E+00,  5.68453302E+00, -4.29600115E-04,  2.84205173E-02,  2.84248131E-01,
  1.00700005E+00,  2.38432199E+01,  2.38570402E-01,  2.38432199E-01,  1.38203227E-04,  5.68499134E+00,  5.72568965E+00,  5.68828655E+00,  3.29520993E-03,  2.84579184E-02,  2.84249567E-01,
  1.00800005E+00,  2.38434355E+01,  2.38727087E-01,  2.38434355E-01,  2.92732277E-04,  5.68509416E+00,  5.72945009E+00,  5.69207391E+00,  6.97974316E-03,  2.84953111E-02,  2.84254708E-01,
  1.00900005E+00,  2.38438047E+01,  2.38883480E-01,  2.38438047E-01,  4.45432488E-04,  5.68527024E+00,  5.73320352E+00,  5.69589105E+00,  1.06208053E-02,  2.85326585E-02,  2.84263512E-01,
  1.01000005E+00,  2.38443257E+01,  2.39039427E-01,  2.38443257E-01,  5.96170130E-04,  5.68551868E+00,  5.73694625E+00,  5.69973396E+00,  1.42152748E-02,  2.85699239E-02,  2.84275934E-01,
  1.01100005E+00,  2.38449964E+01,  2.39194779E-01,  2.38449964E-01,  7.44814759E-04,  5.68583852E+00,  5.74067469E+00,  5.70359863E+00,  1.77601052E-02,  2.86070710E-02,  2.84291926E-01,
  1.01200005E+00,  2.38458146E+01,  2.39349385E-01,  2.38458146E-01,  8.91239306E-04,  5.68622874E+00,  5.74438525E+00,  5.70748107E+00,  2.12523273E-02,  2.86440641E-02,  2.84311437E-01,
  1.01300005E+00,  2.38467781E+01,  2.39503101E-01,  2.38467781E-01,  1.03532018E-03,  5.68668825E+00,  5.74807442E+00,  5.71137730E+00,  2.46890506E-02,  2.86808677E-02,  2.84334412E-01,
  1.01400005E+00,  2.38478844E+01,  2.39655782E-01,  2.38478844E-01,  1.17693735E-03,  5.68721591E+00,  5.75173876E+00,  5.71528338E+00,  2.80674660E-02,  2.87174468E-02,  2.84360796E-01,
  1.01500005E+00,  2.38491311E+01,  2.39807285E-01,  2.38491311E-01,  1.31597443E-03,  5.68781054E+00,  5.75537485E+00,  5.71919539E+00,  3.13848468E-02,  2.87537671E-02,  2.84390527E-01,
  1.01600005E+00,  2.38505155E+01,  2.39957473E-01,  2.38505155E-01,  1.45231877E-03,  5.68847088E+00,  5.75897936E+00,  5.72310943E+00,  3.46385512E-02,  2.87897945E-02,  2.84423544E-01,
  1.01700005E+00,  2.38520348E+01,  2.40106209E-01,  2.38520348E-01,  1.58586149E-03,  5.68919564E+00,  5.76254903E+00,  5.72702166E+00,  3.78260234E-02,  2.88254959E-02,  2.84459782E-01,
  1.01800005E+00,  2.38536862E+01,  2.40253360E-01,  2.38536862E-01,  1.71649761E-03,  5.68998346E+00,  5.76608064E+00,  5.73092826E+00,  4.09447955E-02,  2.88608385E-02,  2.84499173E-01,
  1.01900005E+00,  2.38554668E+01,  2.40398794E-01,  2.38554668E-01,  1.84412608E-03,  5.69083296E+00,  5.76957106E+00,  5.73482545E+00,  4.39924885E-02,  2.88957901E-02,  2.84541648E-01,
  1.02000005E+00,  2.38573734E+01,  2.40542384E-01,  2.38573734E-01,  1.96864985E-03,  5.69174267E+00,  5.77301722E+00,  5.73870949E+00,  4.69668145E-02,  2.89303193E-02,  2.84587134E-01,
  1.02100005E+00,  2.38594030E+01,  2.40684006E-01,  2.38594030E-01,  2.08997590E-03,  5.69271113E+00,  5.77641615E+00,  5.74257670E+00,  4.98655773E-02,  2.89643954E-02,  2.84635556E-01,
