        2-nd order single ODE 
     Method: Runge-Kutta 4th order
    t       x(t)        v(t)        energy
  18.92000  -2.07149   6.16108  21.12500
  18.93000  -2.00977   6.18149  21.12500
  18.94000  -1.94786   6.20128  21.12500
  18.95000  -1.88575   6.22045  21.12500
  18.96000  -1.82345   6.23899  21.12500
  18.97000  -1.76097   6.25691  21.12500
  18.98000  -1.69832   6.27421  21.12500
  18.99000  -1.63549   6.29088  21.12500
  19.00000  -1.57250   6.30692  21.12500
  19.01000  -1.50935   6.32233  21.12500
  19.02000  -1.44606   6.33711  21.12500
  19.03000  -1.38261   6.35125  21.12500
  19.04000  -1.31903   6.36476  21.12500
  19.05000  -1.25532   6.37763  21.12500
  19.06000  -1.19148   6.38986  21.12500
  19.07000  -1.12753   6.40146  21.12500
  19.08000  -1.06346   6.41241  21.12500
  19.09000  -0.99928   6.42273  21.12500
  19.10000  -0.93500   6.43240  21.12500
  19.11000  -0.87063   6.44143  21.12500
  19.12000  -0.80618   6.44981  21.12500
  19.13000  -0.74164   6.45755  21.12500
  19.14000  -0.67703   6.46464  21.12500
  19.15000  -0.61235   6.47109  21.12500
  19.16000  -0.54761   6.47689  21.12500
  19.17000  -0.48281   6.48204  21.12500
  19.18000  -0.41797   6.48655  21.12500
  19.19000  -0.35308   6.49040  21.12500
  19.20000  -0.28816   6.49361  21.12500
  19.21000  -0.22321   6.49617  21.12500
  19.22000  -0.15824   6.49807  21.12500
  19.23000  -0.09326   6.49933  21.12500
  19.24000  -0.02826   6.49994  21.12500
  19.25000   0.03674   6.49990  21.12500
  19.26000   0.10174   6.49920  21.12500
  19.27000   0.16672   6.49786  21.12500
  19.28000   0.23169   6.49587  21.12500
  19.29000   0.29664   6.49323  21.12500
  19.30000   0.36155   6.48994  21.12500
  19.31000   0.42643   6.48600  21.12500
  19.32000   0.49127   6.48141  21.12500
  19.33000   0.55606   6.47617  21.12500
  19.34000   0.62079   6.47029  21.12500
  19.35000   0.68546   6.46376  21.12500
  19.36000   0.75007   6.45658  21.12500
  19.37000   0.81459   6.44875  21.12500
  19.38000   0.87904   6.44029  21.12500
  19.39000   0.94340   6.43117  21.12500
  19.40000   1.00766   6.42142  21.12500
  19.41000   1.07182   6.41102  21.12500
  19.42000   1.13588   6.39998  21.12500
  19.43000   1.19982   6.38830  21.12500
  19.44000   1.26364   6.37599  21.12500
  19.45000   1.32734   6.36303  21.12500
  19.46000   1.39090   6.34944  21.12500
  19.47000   1.45433   6.33521  21.12500
  19.48000   1.51760   6.32035  21.12500
  19.49000   1.58073   6.30486  21.12500
  19.50000   1.64370   6.28874  21.12500
  19.51000   1.70650   6.27199  21.12500
  19.52000   1.76914   6.25461  21.12500
  19.53000   1.83159   6.23661  21.12500
  19.54000   1.89387   6.21798  21.12500
  19.55000   1.95595   6.19873  21.12500
  19.56000   2.01784   6.17886  21.12500
  19.57000   2.07953   6.15837  21.12500
  19.58000   2.14100   6.13727  21.12500
  19.59000   2.20227   6.11555  21.12500
  19.60000   2.26331   6.09323  21.12500
  19.61000   2.32413   6.07029  21.12500
  19.62000   2.38472   6.04674  21.12500
  19.63000   2.44506   6.02260  21.12500
  19.64000   2.50517   5.99784  21.12500
  19.65000   2.56502   5.97249  21.12500
  19.66000   2.62462   5.94654  21.12500
  19.67000   2.68395   5.92000  21.12500
  19.68000   2.74301   5.89287  21.12500
  19.69000   2.80180   5.86514  21.12500
  19.70000   2.86031   5.83683  21.12500
  19.71000   2.91854   5.80794  21.12500
  19.72000   2.97647   5.77846  21.12500
  19.73000   3.03411   5.74841  21.12500
  19.74000   3.09144   5.71778  21.12500
  19.75000   3.14846   5.68658  21.12500
  19.76000   3.20517   5.65481  21.12500
  19.77000   3.26155   5.62248  21.12500
  19.78000   3.31761   5.58958  21.12500
  19.79000   3.37334   5.55613  21.12500
  19.80000   3.42874   5.52212  21.12500
  19.81000   3.48378   5.48755  21.12500
  19.82000   3.53848   5.45244  21.12500
  19.83000   3.59283   5.41679  21.12500
  19.84000   3.64682   5.38059  21.12500
  19.85000   3.70044   5.34385  21.12500
  19.86000   3.75369   5.30658  21.12500
  19.87000   3.80657   5.26878  21.12500
  19.88000   3.85907   5.23045  21.12500
  19.89000   3.91118   5.19160  21.12500
  19.90000   3.96290   5.15223  21.12500
  19.91000   4.01422   5.11234  21.12500
  19.92000   4.06514   5.07194  21.12500
  19.93000   4.11566   5.03104  21.12500
  19.94000   4.16576   4.98963  21.12500
  19.95000   4.21545   4.94773  21.12500
  19.96000   4.26471   4.90532  21.12500
  19.97000   4.31355   4.86243  21.12500
  19.98000   4.36196   4.81905  21.12500
  19.99000   4.40993   4.77519  21.12500
  20.00000   4.45746   4.73086  21.12500
  20.01000   4.50455   4.68605  21.12500
